date,rate,review_text,object_address,review_num
2 months ago,1,"Pas de formation possible
Pas de financement possible
refus sur refus de parcours
Et rendez vous régulier inutile.
Dire que soit disant on est la pour Aider les chômeurs a être réactif.
Absurde !","5 Rue de Quimper, 68100 Mulhouse",32
a month ago,1,"Aucun respect, j’explique pourtant bien mon soucis mais on fait exprès de ne pas comprendre et de faire tourner en rond. Pourtant tout les document son fourni.","5 Rue de Quimper, 68100 Mulhouse",32
4 months ago,1,"Les fonctionnaires incompétents, arrogants et prétentieux, ils ont transformé pôle emploi comme un bunker, traitant les pauvres chômeurs comme des citoyens de cinquième classe, nous obligeant à mendier nos droits.","5 Rue de Quimper, 68100 Mulhouse",32
9 months ago,1,"Aucun respect, j’explique pourtant bien mon soucis mais on fait exprès de ne pas comprendre. Un air hautain et discriminant. Je ne souhaite pas à ses personnes de rencontrer quelconque soucis de la vie, à moins qu’ils en accumulent tellement que c’est leur façon de se venger de leur vies médiocres, ennuyeuses, déprimantes.","5 Rue de Quimper, 68100 Mulhouse",32
9 months ago,1,"Si je pouvais ne pas mettre d'étoiles je n'en mettrais pas, conseillère des indemnisations hyper désagréable. Des que j'ai décroché le téléphone elle a été agressive avec un air agacé. J'ai voulu qu'elle me rappel pour avoir des info en plus de notre échange par mail. Elle a été méprisante je cite : ""mais je vous l'ai écris par mail, qu'est ce que vous ne comprenez pas?""  ce permet de juger les gens et de faire des commentaires du genre ""il y a une chose a faire dans le mois je ne comprends pas comment les gens peuvent encore se tromper"". Elle n'est pas du tout professionnel. Quand je lui ai fais la remarque sur le fait qu'elle avait l'air énervé, elle a voulu raccrocher. La conseillère en question s'appelle Fabienne. Si vous ne n'aimez pas aider les gens ou répondre à leur question quite a vous répéter ne travailler pas le social. Merci","5 Rue de Quimper, 68100 Mulhouse",32
2 years ago,1,Une conseillère carrément hautaine au téléphone je faisais les démarches pour mon conjoint et celle-ci se permet de me parler d'une façon plus que méprisable cela donne vraiment envie de téléphoner.,"5 Rue de Quimper, 68100 Mulhouse",32
a year ago,4,Toujours très bien reçu surtout celle avec les cheveux violet 😁 …,"5 Rue de Quimper, 68100 Mulhouse",32
5 years ago,5,"Bonjour,
En bref, le personnel fait son travail, il répond au questions,trouve des solutions aux problèmes
Ils sont sincèrement impliqués.
Donc,rien à dire!!!","5 Rue de Quimper, 68100 Mulhouse",32
9 months ago,1,Les travailleurs sous-scolarisés ont un fouillis de documents.,"5 Rue de Quimper, 68100 Mulhouse",32
5 years ago,4,"Tout le monde est top (agents comme public), le moins c'est l'ascenseur qui ne marche pas.","5 Rue de Quimper, 68100 Mulhouse",32
2 years ago,1,Mauvaise expérience avec cette établissement. Et plus en général avec pôle emploi.,"5 Rue de Quimper, 68100 Mulhouse",32
5 years ago,1,On a un rendez-vous mais on doit attendre encore 40 minutes ses inaccessible .!,"5 Rue de Quimper, 68100 Mulhouse",32
5 years ago,1,"Bonjour, en ce moment il n'y a pas de Pôle emploi dans cette région","5 Rue de Quimper, 68100 Mulhouse",32
5 years ago,5,Nouveau bâtiment avec de la place sur le parking a 5 min des arrets de tram,"5 Rue de Quimper, 68100 Mulhouse",32
5 years ago,1,Cette agence a été déplacée rue de Quimper.,"5 Rue de Quimper, 68100 Mulhouse",32
3 years ago,5,Ma Future 2eme maison,"5 Rue de Quimper, 68100 Mulhouse",32
a year ago,5,Beautiful,"5 Rue de Quimper, 68100 Mulhouse",32
a year ago,5,Super,"5 Rue de Quimper, 68100 Mulhouse",32
2 years ago,5,La service parfait.,"5 Rue de Quimper, 68100 Mulhouse",32
3 years ago,5,,"5 Rue de Quimper, 68100 Mulhouse",32
7 years ago,1,,"5 Rue de Quimper, 68100 Mulhouse",32
6 years ago,3,,"5 Rue de Quimper, 68100 Mulhouse",32
5 years ago,5,,"5 Rue de Quimper, 68100 Mulhouse",32
5 months ago,1,,"5 Rue de Quimper, 68100 Mulhouse",32
3 years ago,1,,"5 Rue de Quimper, 68100 Mulhouse",32
6 years ago,1,,"5 Rue de Quimper, 68100 Mulhouse",32
4 years ago,1,,"5 Rue de Quimper, 68100 Mulhouse",32
4 years ago,5,,"5 Rue de Quimper, 68100 Mulhouse",32
3 years ago,5,,"5 Rue de Quimper, 68100 Mulhouse",32
4 years ago,1,,"5 Rue de Quimper, 68100 Mulhouse",32
7 years ago,3,,"5 Rue de Quimper, 68100 Mulhouse",32
a year ago,5,,"5 Rue de Quimper, 68100 Mulhouse",32
a month ago,4,"Le lieu n'est pas forcément agréable mais les hôtesses et hôtes d'accueil sont très disponibles et serviable, l'espace est grand en open space se qui n'est pas forcément agréable si on ne veut pas que les autres personnes entendent.
Le personnel est compétent,j'y suis allé le matin car l'après midi inutile de se déplacer car c'est sur rdv.","7 Rue Jean Fougerat, 16000 Angoulême",31
9 months ago,1,"Impossible de prendre rendez-vous avec les conseillés via le site.
La personne à l'accueil n'est pas conciliante et ne m'a pas permis de ré-imprimer mon papier de PPAE dans les locaux malgré les postes libres mis à disposition.
Les documents fournis sur mon compte ont été pris en compte mais pas relier avec mes document à fournir.
A mon 1er rendez-vous j'ai attendue 30min pour être prise.

Vraiment nul.","7 Rue Jean Fougerat, 16000 Angoulême",31
6 months ago,3,Pas d'une très grande aide mais mon conseillé ( Matthieu Porcheron ) est très agréable et compréhensif,"7 Rue Jean Fougerat, 16000 Angoulême",31
5 months ago,1,Toujours bloqué pour la démarche effectué et toujours pas moyen que l'on m'explique même après plusieurs demandes,"7 Rue Jean Fougerat, 16000 Angoulême",31
2 years ago,1,"Grosse difficultés à contacter les conseillers. J'ai contacté ma conseillère par mail, elle s'est presque moquée de moi en me disant que je devait prendre rdv sur l'interface alors que depuis 2 semaines ça me dit aucune plage horaire disponible avec ce conseiller.

Service à revoir. Vraiment.","7 Rue Jean Fougerat, 16000 Angoulême",31
3 years ago,3,L'établissement est jolie avec beaucoup d'espace. Malheureusement avec les travaux actuels il est difficile de trouver une place de parking gratuite. J'ai dû me garer au centre commercial champ de mars à proximité où les places étaient payantes.,"7 Rue Jean Fougerat, 16000 Angoulême",31
5 years ago,5,"Dommage pas de parking à proximité, uniquement dans la rue ou souterrain. Bizarre pour la maison de l'emploi, car payant partout. Bel intérieur clair et propre.
Le matin accès libre et l'après-midi sur rendez vous. N'y allez pas si pas de rendez-vous. 2 Personnes vu pour l' info CSP très bien et compétentes.","7 Rue Jean Fougerat, 16000 Angoulême",31
3 years ago,1,"L'informatique est une priorité chez eux mais au détriment de l'être humain.....
D'abord on me donne une adresse e-mail invalide puis la personne que j'avais eu au téléphone est devenue injoignable depuis avant hier alors que j'ai besoin de conventions de stage,
mon employeur est furax, moi AUSSI! Qualité du service à revoir, l'informatique est mise au détriment de l'être humain je le répète.... Je n'ai plus qu'à chercher un autre stage car c'est trop tard maintenant!!!!!!!","7 Rue Jean Fougerat, 16000 Angoulême",31
2 years ago,1,"j'ai eu affaire a une ""conseillère "" odieuse , mme Fronty ....
elle n'écoute pas les projets pro, remplis son formulaire informatique et est dénuée d'humanité , pire , elle m'a manqué de respect et s'est comportée comme une ado ( roule des yeux , soupire ....) lorsque j'ai expliqué mes démarches de reconversion.
immonde, puérile, et irrespectueuse !

je rédige actuellement une réclamation à sa direction, en espérant qu'ils réagissent !","7 Rue Jean Fougerat, 16000 Angoulême",31
4 years ago,1,"La première étoile est gratuite.
L'avis concerne le système global.
Une erreur d'indemnisation (c'est d'un compliqué pour régler leur boulette de trop perçus) car le conseiller (R.Gueguen) est injoignable, puis lors d'un déménagement je perd mes droits (bien commode de ne pas informer sur le site qu'il faut se réinscrire quand on change de région), même le site déconne et les horaires de la hotline sont une grosse blague.","7 Rue Jean Fougerat, 16000 Angoulême",31
3 months ago,1,mpossible de prendre rendez-vous,"7 Rue Jean Fougerat, 16000 Angoulême",31
5 years ago,1,Quel joie de se faire raccrocher au nez parce qu'il est 16h30 et que le fonctionnaire doit quitter son lieu de travail. Inexcusable !,"7 Rue Jean Fougerat, 16000 Angoulême",31
a year ago,5,"Très bonne accueil
Conseillé à l'écoute.
Aide pour me faire un CV
Agréablement surprise","7 Rue Jean Fougerat, 16000 Angoulême",31
2 years ago,4,,"7 Rue Jean Fougerat, 16000 Angoulême",31
3 years ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
4 years ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
4 months ago,4,,"7 Rue Jean Fougerat, 16000 Angoulême",31
a year ago,5,,"7 Rue Jean Fougerat, 16000 Angoulême",31
2 months ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
7 months ago,5,,"7 Rue Jean Fougerat, 16000 Angoulême",31
2 months ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
3 years ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
3 years ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
a month ago,5,,"7 Rue Jean Fougerat, 16000 Angoulême",31
4 years ago,2,,"7 Rue Jean Fougerat, 16000 Angoulême",31
7 months ago,5,,"7 Rue Jean Fougerat, 16000 Angoulême",31
6 months ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
2 years ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
a year ago,3,,"7 Rue Jean Fougerat, 16000 Angoulême",31
10 months ago,5,,"7 Rue Jean Fougerat, 16000 Angoulême",31
3 years ago,1,,"7 Rue Jean Fougerat, 16000 Angoulême",31
5 years ago,1,"Very very useless, unsympathetic people working there. I had an appointment at 9.30am and I went there then the lady who assist me check the system and said that she cannot find my appointment and make the appointment again, or come back at 2.30afternoon. I travelled more than an hour to reached there. It is very unpleasent to hear come back and they do not have time eventhough i had an appointment. i do not recommand anyone to go there who cannot speak french. another thing if you cannot speak french they throw you whatever the reason you go there. very very bad staff working there. I dont think this type of uneducated people should work in this type of helping organisation. Rubbish Rubbish Rubbish","11 Rue Pelée, 75011 Paris",32
4 years ago,5,👍👍👍 …,"11 Rue Pelée, 75011 Paris",32
2 years ago,1,Favoritism appears made for the occupant,"11 Rue Pelée, 75011 Paris",32
8 months ago,1,"Si vous comptez utiliser les moyens informatiques de cette agence, apportez votre chaise car ce n'est pas prévu de s'assoir (sauf l'unique emplacement réservé à un handicapés) et armez vous de patience car les ordinateurs ne sont pas des bêtes de courses (sans parler du débit du réseau pour une simple navigation sur le web comme consulter ses emails)

N'oubliez pas aussi à être formé pour utiliser la solution informatique proposée car non ce n'est pas du windows traditionnel sous active directory avec les outils bureautiques traditionnels.

Dernier détail, pas de réception réseau 4G dans l'agence et aucun Wi-Fi invité avec portail captif pour palier à ce problème pour les demandeurs d'emploi.

Je mets une étoile pour le personnel (qui ne maîtrise pas tout mais sont très patient) aidant les utilisateurs à utiliser ces 'choses' dans ces conditions en permanence debout.","11 Rue Pelée, 75011 Paris",32
a year ago,5,"Très bon accueil. Très bon service.👍. Ma conseillère a été à mon écoute , elle a répondu à toutes mes questions, et elle m'a donné de précieux conseils👍. Merci beaucoup à ma conseillère, et à toute l'équipe de pôle emploi 🙏 …","11 Rue Pelée, 75011 Paris",32
a year ago,4,"Bonjour,
Je ne comprends pas les avis négatifs. Perso  j'ai été très bien reçu et ma conseillère m'a donné des conseils très utiles pour le financement de ma formation. Encore merci à Mme Coulibaly pour ses conseils utiles.","11 Rue Pelée, 75011 Paris",32
2 years ago,1,"Une équipe recruté pour ces compétences en manipulation, tout est fait pour vous pousser à la faute et obtenir le saint graal de la radiation, du coup de téléphone à 1 sonnerie (si vous ne répondez vous recevez un mail vous indiquant être radié pour manquement à vos obligations), à la soit disant non réception de mail ou justificatifs, pareil radiation alors que vous disposez de toutes les preuves d'envoi.
Un conseiller qui cherche à vous faire dire ce que vous n'avez pas dit pour vous faire sortir de vos ""obligations"" et donc justifié une radiation.

Heureusement, qu'on paye des cotisations pendants toute notre vie et voila le traitement réservé lors d'un coup dur.","11 Rue Pelée, 75011 Paris",32
2 years ago,1,"Le personnelle de cette agence ne prennent pas en compte les demandes d’avance ,
J’ai fait deux demandes qui son parti a la poubelle
Aucune réponse
Ma première demande a été envoyé le 18/03 une deuxième à été envoyé le 24/03 aujourd’hui nous somm Le 29/03 on me dit que c’est trop tard que les indemnités seront pour le premier du mois.
Je suis extrêmement déçu de vôtre système
Vous devriez revoir vos façons de travailler
Si j’ai fait une demande d’avance sur allocation ce nes pas pour jouer au billes
Je n’es pas demandé à faire la manche .","11 Rue Pelée, 75011 Paris",32
3 years ago,1,"On me suspend mon are  ils ont oublié de prendre en compte 4 mois sur les fiche de paye et m'ont donner 35e par jour pdt 1an basé sur un mi temps alors que j'étais à temps plein du coup ils me doivent bcp d'argent et ne se manifeste pas après réclamation je vais depauser plainte au commissariat ! C'est du vol et de l'incompétence totale.
En colere","11 Rue Pelée, 75011 Paris",32
4 years ago,1,"Incapables d'enregistrer mon changement d'adresse après plusieurs passages et que le conseiller m'ait affirmé avoir fait le nécéssaire ,pourtant il est très important que mes documents soient à la bonne adresse pour les démarches incommensurables et si compliquées pour préparer la retraite !!!!","11 Rue Pelée, 75011 Paris",32
4 years ago,1,"Le pire des Pôles Emploi, j'ai été en contact avec eux il y a quelques temps pour la société G4S. Autant il y a des agences efficaces que celle-ci est incompétente, peu fiable.","11 Rue Pelée, 75011 Paris",32
2 years ago,1,"Plutot Pole non emploi.
J'ai appelé pour des renseignements sur les stages et les alternances, mais les seuls reponsent que j'obtiens : ""je ne sais pas"", ""je n'ai pas accès a ça"".
Merci pour le coup de main.","11 Rue Pelée, 75011 Paris",32
8 months ago,5,"Accueil irréprochable, conseillers à l'écoute. Je recommande.","11 Rue Pelée, 75011 Paris",32
5 years ago,3,"J'ai étais très satisfaite , j'en suis tombé sur deux personnes très serviable. Chose qui est rare. Par contre pas de place de stationnement","11 Rue Pelée, 75011 Paris",32
10 months ago,3,Je suis actuellementJe suis actuellement mes droitsTu me permettait,"11 Rue Pelée, 75011 Paris",32
a year ago,1,Tjr fermé 9h45 a 11h45 sinon vous allez jamais voir personne,"11 Rue Pelée, 75011 Paris",32
4 years ago,5,"Super accueil, on y est bien et les gens sont très sympa, je recommande, hâte de revenir.","11 Rue Pelée, 75011 Paris",32
2 years ago,5,"Équipe serviable, sympathique, conseiller à l'écoute","11 Rue Pelée, 75011 Paris",32
5 years ago,1,"Aucune organisation. Aucune empathie , aucune compétence. Recrutement à revoir","11 Rue Pelée, 75011 Paris",32
3 years ago,1,Incapables d'enregistrer mon changement d'adresse !,"11 Rue Pelée, 75011 Paris",32
4 years ago,1,je cherche du travail plongeur,"11 Rue Pelée, 75011 Paris",32
2 years ago,5,Très agréable,"11 Rue Pelée, 75011 Paris",32
a year ago,5,,"11 Rue Pelée, 75011 Paris",32
5 years ago,5,,"11 Rue Pelée, 75011 Paris",32
5 years ago,1,,"11 Rue Pelée, 75011 Paris",32
5 years ago,1,,"11 Rue Pelée, 75011 Paris",32
4 years ago,3,,"11 Rue Pelée, 75011 Paris",32
3 months ago,4,,"11 Rue Pelée, 75011 Paris",32
5 months ago,1,,"11 Rue Pelée, 75011 Paris",32
3 years ago,5,,"11 Rue Pelée, 75011 Paris",32
3 years ago,1,,"11 Rue Pelée, 75011 Paris",32
6 years ago,3,,"11 Rue Pelée, 75011 Paris",32
a month ago,5,"Je suis passé ce matin suite à un rendez-vous manqué. Bâtiment dans un très bon état, extrêmement bien indiqué, pas 1 min de queue, mon problème a été réglé en 5 mins. Ravi de savoir qu’à Bayonne dispose d’un Pôle Emploi digne de ce nom.","42 Bd du BAB, 64100 Bayonne",32
5 months ago,5,"Le rendez vous a été agréable et pris a l'heure. La conseillère que j'ai rencontré a été très claire, aimable et efficace, je l'en remercie.","42 Bd du BAB, 64100 Bayonne",32
11 months ago,1,"Bonjour.

Je viens de vivre une expérience fort désagréable lors de ma venue à l’agence de Bayonne ce matin.
La personne m’ayant « reçue » a l’accueil a fait preuve d’un mépris et d’une attitude des plus hautaines à mon égard.
Plutôt que de répondre simplement aux questions que je suis venue poser, il a préféré tenter de faire la morale comme un père de famille l’aurait faite à son fils suite à une bêtise commise de sa part…
Comment une personne ayant un poste à caractère  d’assistance à la personne peut faire preuve de si peu d’empathie à l’égard d’autrui ?!

Bilan : je rentre chez moi sans avoir eu réponse à mes questions.

Monsieur, si vous vous reconnaissez, merci de vous regarder dans une glace demain matin avant d’aller travailler, cela vous permettra peut être de traiter les gens que vous aurez en face de manière plus civilisée. Je vous souhaite sincèrement ne jamais être de l’autre côté de votre comptoir et d’être traité de la même manière dont vous traitez vous même les personnes.
La frustration personnelle et l’aigreur évidente qui vous rongent ne peuvent être soulagées sur vos clients.

Un bonjour, ou même un sourire n’ont jamais tué quelqu’un jusqu’à preuve du contraire.

A bon entendeur, bonne  journée.","42 Bd du BAB, 64100 Bayonne",32
10 months ago,1,"Vendredi 15 juillet , 10h. Nous sommes une dizaine de personnes à attendre dehors. Agence fermée . Pont du 14 juillet ? Rien d’affiché !! Trop compliqué d’écrire 3 mots sur une feuille et de la colller sur la porte ? Bravo pour le bilan de vos compétences et merci pour le respect de ceux qui se sont déplacés.","42 Bd du BAB, 64100 Bayonne",32
a year ago,1,"Aux vu des nombreux commentaires négatif. C’est maintenant à mon tour !
Personne extrêmement hautaine et méprisante à l’accueil. Au lieu de répondre simplement à ma demande, elle préfère en premier temps faire des commentaires méprisant sur ma venu.
Vous n’êtes ni Elon Musk, ni Jeff Bezos, vous êtes salarié, j’avais l’impression de discuter avec une multi milliardaire tellement son ego était important.
Vous travaillez à Pôle Emploi, pas à l’entrée d’une boîte de nuit. A bon entendeur 😉
Je met ce commentaire avec un autre compte qui n’es pas mon vrai nom car ils seraient capable de me sanctionner j’en suis sûr 😂","42 Bd du BAB, 64100 Bayonne",32
a year ago,1,"Premier contact : aucun contact.
Le serveur vocal annonce 15mn d'attente, soit.
45mn plus tard, toujours aucun correspondant en ligne.
Suite à un déménagement, j'ai du transféré mon dossier ici : c'est assez inquiétant pour un premier contact, et les commentaires en ligne ne sont pas plus rassurants.","42 Bd du BAB, 64100 Bayonne",32
9 months ago,1,"Le monsieur à l'accueil aux cheveux gris n'était pas du tout agréable, heureusement que ses collègues au téléphone étaient plus conciliants...","42 Bd du BAB, 64100 Bayonne",32
2 years ago,1,"Honnêtement, j’ai l’impression d’être une incapable quand je les appelle.
À Biarritz j’avais une super conseillère (j’ai dû avoir de la chance) mais alors bayonne... honte à la « conseillère » que j’ai au téléphone, qui, me prend de haut en lui parlant de la formation que je veux faire, qui m’a dit que ma formation n’était apparemment pas finançable mais qui au contraire l’était (merci au conseil régional de m’avoir ouvert les yeux)
Je travaille depuis mes 17 ans, j’entreprend une formation pour la première fois de ma vie et parce que cette conseillère a jugé que ma formation ne lui plaisait pas, on ne me l’a finance pas..
En tout cas, on m’a donné aucune explication et on m’a répondu « y’a pas de quoi être dépitée et j’ai pas le temps, je dois répondre à d’autre appels »
Changez de métier si c’est pour avoir un tel comportement.","42 Bd du BAB, 64100 Bayonne",32
2 years ago,1,"Au des récents avis ça n'a pas changé, rien d'étonnant!

une agence qui ne devrait pas seulement fermer l'après-midi mais fermer tout court. Pole Emploi est OUT! Boycottons cet organisme qui est complètement à l'ouest en matière d'emploi!! Pour la plupart ils sont pistonnés et incompétents. Leur leitmotiv : brasser du vent (car détachés de toute conscience professionnelle). Elle est belle la référence en matière d'emploi!","42 Bd du BAB, 64100 Bayonne",32
2 years ago,1,3 semaines d'attente pour un premier rdv. Le jour J je tombe sur une dame qui ne sait pas se servir d'une souris et qui me dit que ma conseillère n'est pas là aujourd'hui. Ca valait bien le coup d'attendre autant. Une bande sacrée bande de rigolos,"42 Bd du BAB, 64100 Bayonne",32
7 months ago,1,"Une belle brochette de je m'en foutiste, payer a quoi à faire ?? Rien comme d'habitude une honte....","42 Bd du BAB, 64100 Bayonne",32
4 years ago,3,"Je ne comprends pas tous ces avis négatifs ?
Oui, Pôle Emploi est fermé l'après-midi car les conseillers recoivent sur rendez vous (que vous pouvez prendre en fait, ça sert à ça) et le matin, c'est en libre accès.
Personnellement, je ne suis jamais tombée sur des conseillers qui ""brassaient du vent"" mais soyons clairs : ce n'est pas au conseiller à vous trouver un job, il est là pour vous éclairer et vous aider, c'est à vous à être proactif dans votre recherche d'emploi, rien ne se fera sans votre sens de l'initiative.
Je n'ai jamais eu de problème !
SI vous êtes insatisfaits, privilégiez EBL, Ma Boite à Job, etc qui sont d'autres outils de recherche d'emploi.","42 Bd du BAB, 64100 Bayonne",32
3 years ago,1,"Conseillère condescendante et incapable de répondre aux questions posées. Dire que Pole emploi de toutes façons de financera pas une formation à une personne qui a un bac et donner 2 numéros (injoignables), voilà la conclusion de cet « entretien ». Alors avant de vous permettre d’appeler les gens « ma petite dame », assurez vous de connaître votre métier et essayez de l’exercer au mieux.","42 Bd du BAB, 64100 Bayonne",32
2 years ago,4,"Ils font ce qu'ils peuvent... Notion relative, propre aux jugements de chacun... Ayant un job rémunérateur, j'ai conscience de pouvoir avoir un peu de recul... Courage à ceux qui cherchent et aux conseillers... 🐈 …","42 Bd du BAB, 64100 Bayonne",32
3 years ago,1,"Minable, chacun se renvoi le problème, finalement après 3 mails et 2 appels téléphonique surtaxés.... Je n'ai toujours pas la réponse à une question simple. ""C'est pas moi, c'est le voisin"", ""je ne peux pas vous aider"", ""je ne sais pas""... C'est dramatique... Il y a tellement de demandeurs d'emplois qui ne demandent qu'a travailler ! Triste et pathétique.","42 Bd du BAB, 64100 Bayonne",32
4 years ago,1,"Le personel est désagréable, service inexistant, au niveau formation que du blalala et de la poudre au yeux, vue que les compte sont gelés, l'Etat ne fait aucune appelle d'offfre et pendant ce temps la on nous envoie a l'afpa pour chercher une formation que nous aurons jamais","42 Bd du BAB, 64100 Bayonne",32
2 years ago,5,"Conseiller toujours réactif aux mails, prises de rendez-vous ou juste pour des conseils.
Toujours à l'écoute et soutien dans mes projets.","42 Bd du BAB, 64100 Bayonne",32
4 years ago,1,L'accueil est pas terrible le personnel de salle n'est pas à l'écoute mieux ça discute maquillage et pour un problème on est redirigé vers l'accueil pas terrible pour ma part,"42 Bd du BAB, 64100 Bayonne",32
6 years ago,1,Pole emploi ferme lapres midi pfff que ce bidon comment on fait si on peut pas venir le matin et be tu prend  un rdv pffff,"42 Bd du BAB, 64100 Bayonne",32
4 years ago,1,il ne manque plus que le fromage et l apéro dans ce pole emploi ils ne servent à rien à l intérieur payer à rien faire 😁 …,"42 Bd du BAB, 64100 Bayonne",32
3 years ago,1,"c'est une honte en tout point, ils font exprés c'est pas possible autrement","42 Bd du BAB, 64100 Bayonne",32
6 months ago,1,bravo la france,"42 Bd du BAB, 64100 Bayonne",32
6 years ago,4,The staff is very responsive!,"42 Bd du BAB, 64100 Bayonne",32
8 years ago,5,Merci por vote ajance,"42 Bd du BAB, 64100 Bayonne",32
3 years ago,1,,"42 Bd du BAB, 64100 Bayonne",32
6 years ago,5,,"42 Bd du BAB, 64100 Bayonne",32
2 years ago,1,,"42 Bd du BAB, 64100 Bayonne",32
6 years ago,1,,"42 Bd du BAB, 64100 Bayonne",32
2 years ago,2,,"42 Bd du BAB, 64100 Bayonne",32
5 years ago,1,,"42 Bd du BAB, 64100 Bayonne",32
3 years ago,1,,"42 Bd du BAB, 64100 Bayonne",32
a year ago,1,,"42 Bd du BAB, 64100 Bayonne",32
4 months ago,1,"how anyone can give a positive review on this place.
ZERO STAR.
Unless, incompetent, condescending, they don't give a shi t.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
3 months ago,1,"Très désagréable. J arrive en retard  trouve pas de place ,j envoi mail pour m excusez. J arrive à pôle emploi.on m accueil très gentillement , et après ma conseillère arrive je m excusez de mon retard .elle me répond il y a pas de désolé. Choque.
Enfin les ners quoi tout sa parce que il ya pas de place ni de parking exprès pour ce gare  . Alors on galère à ce gare et vive le marché en plus .
Enfin voilà. Bon courage .","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
4 months ago,1,Un grand bravo à l’équipe informatique de Pôle Emploi IDF. Configurer les postes pour raccrocher à 17 h pile quand on est en ligne depuis 10 minutes et que malheureusement personne n’a eu le temps de répondre.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
2 months ago,1,On a trouver le travail le plus désobligeant après les contrôleur vous devriez avoir honte sacher que lorsque que l'on vous appel c'est par détresse on aimerai avoir des explication pas des embrouille vous devez avoir honte de vous toujours a vouloir rabaisser le citoyen qui travail si on pouvais on vous aurez jamais soliciter parce que vous vous prenez de haut vous etes ni employer de banque et encore moin assistante sociale rester a votre place bientôt vous existerait plus avec les reforme des retraite bientôt vous ne serai plus et la je vais aimer vous voir chercher du travail on verra comment vous allez vous y prendre,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
6 months ago,1,Je confirme les dis dans les autres commentaires si je pouvais aussi mettre zéro je le ferai. Ce sont des incompétent qui ne connaissent pas leur job. En résumé leur réputation les précède un vrai calamité.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
8 months ago,1,"Si je pouvais mettre 0 étoiles je le ferais. Jamais vu des incompétents pareil. Où plutôt incompétentes, je suis tombée sur des jeunes hommes super gentils et aidant mais alors les autres ! Elles sont là pour mal parler trop pressée de ne rien faire et d'aller en pause, ne comprennent même pas leurs travail et raconte mais n'importe quoi. J'ai appelé 10 fois en une matinée pour qu'on m'aide et seul un m'a aidé ( un des hommes) les 2 fois suivantes 2 incompétentes","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
6 months ago,1,"Je me demande comment c’est possible de travailler au près des autres afin de les accompagner, alors que quand on souhaite vous joindre, ni la conseillère, ni le service répond.
De plus renouveler des dizaines de fois les mêmes demandes, les mêmes mails, je perds patience.
Personne n’est disponible c’est fermé, il est 15 HEURES","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
4 months ago,5,"Personnel très compétent, toujours à l'écoute et surtout bienveillant, merci à eux pour tout le travail fourni  auprès de sa communauté!! Bravo à Pôle Emploi de Corbeil-Essonnes.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
11 months ago,1,"J’ai l’impression que le personnel est formé de manière à épuiser psychologiquement les demandeurs d’emplois.
J’ai jamais vu une telle incompétence. Ils font traîner les dossiers et les demandes le plus possible, vous raccroche au nez etc, ce qui ne facilite pas les échanges. La conscience professionnelle ne fait pas partie intégrante de leur politique faut croire. Obligé sans cesse de faire appel au médiateur. C’est du JAMAIS vu","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
10 months ago,1,"Depuis quand pôle emploi se permet d'appeler son nouveau employeur !!?? On trouve un travail par ses propres moyens hors réseau pôle emploi et vous vous permettez d'appeler...!? Dans quel but ? Vous franchissé les lignes de la vie privée des gens !!?? Du jamais vu, vous êtes solaire. Je vais faire remonter plus haut soyez en certain.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
7 months ago,1,PERSONNEL DESAGREABLE AU PLUS HAUT POINT !!! Faire trainer les dossier au maximum pour ne pas les traiter INCROYABLE !!!!  de plus c'est nous qui devons former votre personnel sur votre plate-forme mais on est où la ?!!!! C'est dégueulasse de jouer avec la situation des personnes en difficulté à trouver un emploi !!,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
a year ago,1,"Impossible de joindre un conseiller, même atittre. Pourtant j'ai reçu un mail stipulant que ma demande serai prise en charge sous 48h. Ça fait 7 jours !!!!
La plateforme, j'ai demandé un simple document et d'un coup, silence, plus rien, plus d'interlocuteur, ça a duré 7 mn de silence. Oui, je suis patiente !!! Pour finir, communication coupé.
Résultat, pas de document. Qui plus est, impossible de le télécharger sur le site.
Compliqué pôle emploi","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",61
