date,rate,review_text,object_address,review_num
5 years ago,3,je pense que les conseillés ne devrais pas nous donner des RDV une fois par ans car avant nous étions convoquer tous les mois ce qui étais mieux pour tous ce qui étais pour nous aider aux niveaux des papiers,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,5,Bonne qualité de services de la part des administrés malgré la difficulté de leur mission,"13 Rue de Cerçay, 91800 Brunoy",46
7 years ago,3,La conseillère à l'honnêteté de reconnaitre qu'elle ne vous recevra que pour l'ouverture de votre dossier,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,3,Je ne sais pas si ils sont débordés ou démotivés mais il y a un trucs ...,"13 Rue de Cerçay, 91800 Brunoy",46
6 years ago,2,Sans rdv le matin juska 13:15,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,3,Pc mise a disposition  de quoi imprimer  et scanner,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,3,De plus en plus compliqué pour être prise   en charge .,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,2,Coseiller ne font pas leur travail,"13 Rue de Cerçay, 91800 Brunoy",46
3 years ago,1,Ils sont nuls,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,1,on one,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,5,Rapide manque des toilettes,"13 Rue de Cerçay, 91800 Brunoy",46
4 years ago,1,une bande de nul,"13 Rue de Cerçay, 91800 Brunoy",46
3 years ago,3,,"13 Rue de Cerçay, 91800 Brunoy",46
4 years ago,1,,"13 Rue de Cerçay, 91800 Brunoy",46
2 years ago,4,,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,2,,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,3,,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,4,,"13 Rue de Cerçay, 91800 Brunoy",46
a year ago,1,,"13 Rue de Cerçay, 91800 Brunoy",46
3 years ago,1,,"13 Rue de Cerçay, 91800 Brunoy",46
a month ago,4,,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,4,,"13 Rue de Cerçay, 91800 Brunoy",46
6 years ago,1,,"13 Rue de Cerçay, 91800 Brunoy",46
3 years ago,1,,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,4,,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,3,,"13 Rue de Cerçay, 91800 Brunoy",46
5 years ago,2,,"13 Rue de Cerçay, 91800 Brunoy",46
4 years ago,4,,"13 Rue de Cerçay, 91800 Brunoy",46
4 years ago,5,,"13 Rue de Cerçay, 91800 Brunoy",46
a year ago,3,,"13 Rue de Cerçay, 91800 Brunoy",46
a year ago,1,,"13 Rue de Cerçay, 91800 Brunoy",46
a year ago,1,"Pole emploi des agents incompétents  qui vous raccrochent  au nez. Après  résiliation  mon fils reçoit à nouveau un trop perçu  et on lui demande de rembourser. L'agent dit oui effectivement on c c'est trompé vous êtes  résilié  et vous n aurez rien du toucher car vous ne vous êtes  pas actualisé, vous devez rembourser.
!!!!!","336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
4 years ago,1,"Pour ma part je me demande si tous les plus mauvais agents de France sont réunis au pôle emploi Ancenis??? Ma fille âgée de 21 ans bosse depuis l’age De 18 ans en cdd, elle a terminée son cdd le 31/05/2018 et entre temps intégrée une formation transport pris en charge par pôle emploi.

En réalité elle n’est toujours pas indemnisée!!!!!!
Pire le centre de formation lui a demandé le règlement des frais pédagogiques et elle risque l’interdiction bancaire car pôle emploi ne règle pas le centre de formation.

En tant que père j’ai décidé de prendre les choses en mains et d’attaquer pôle emploi en justice car ma fille vient d’accoucher prématurément à cause du stresse causé par cette institution payé par les français où il n’y a que des incompétents et je pèse mes mots!!!!

Aujourd’hui j’ai été contacté par la presse et je leur prépare un dossier d’enfer avec un reportage filmé, ça risque d'être du lourd.

Heureusement que nous sommes là pour la soutenir car elle serait à la rue alors qu’elle a toujours bossé, et quand je vois ce que je paye en URSSAF et pas le droit au retard, je me demande où va l’argent!!!!

La semaine prochaine le RDV est fixé avec un avocat qui m’a été conseillé par un membre du groupe Barrière et nous allons les attaquer sur plusieurs chefs d’iinculpations.

A privatiser de toute urgence !!!!!!!!!!!!!!!!!!!!!!!!!","336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
a year ago,1,"3 semaines de lutte acharnée pour obtenir 1 document, je pense que dans n’importe quel autre établissement du même nom, ce même document aurait été disponible en quelques secondes","336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
5 years ago,1,"Je suis indigné de voir qu en tant que professionnel nous n ayons aucun accès direct téléphonique .Je recherche de la main d œuvre, le service fermé à 15h 30 j appel à 15h25 et on me dit que les service sont fermés de plus on me rappel les horaires !!!!!!.bravo le service public. N oublions pas que ce sont les Français qui payent ce genre d individus. J' ai honte pour le service public que nous financont","336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
a year ago,1,Personnel incompétent  plusieurs  trop perçus  de leur part  alors que je vien de me faire  radier 👍 …,"336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
a year ago,5,Personnel à l'écoute et compétent qui prend le temps de vous aider,"336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
5 years ago,3,,"336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
a year ago,1,,"336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
a year ago,5,,"336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
3 years ago,1,,"336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
4 years ago,2,,"336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
4 years ago,1,,"336 Rue de Châteaubriand, 44150 Ancenis-Saint-Géréon",12
a year ago,1,"La dame en bon point à l'accueil, très hautaine, une honte. Vous travaillez dans le social il me semble, pourtant vous ne respecté absolument pas les gens. En espérant que vous voyez cet avis, le prochain est une lettre adressé au directeur général de pôle emploi pour votre manque de respect, d'implication et de volonté dans votre boulot. Bien à vous !","17 A Fbg des Vosges, 68800 Thann",10
a month ago,1,"Horaire de branl*ur, incompétent, ça représente bien la France.","17 A Fbg des Vosges, 68800 Thann",10
5 years ago,5,"Le bâtiment est joli, même le lieu de son implantation est sympathique !
L'utilité de ce lieu est mystérieux autrement, on dirait que des gens s'active en coulisses mais que font ils vraiment on l'ignore.
Sinon personnel sympa et polis.
Ça fait maintenant quelques mois que pôle emploi me finance je les en remercie ce sont de brave gens, parcontre l'aide pour la reprise a l'emploi est casi inexistants.
Mais dans l'ensemble j'approuve !","17 A Fbg des Vosges, 68800 Thann",10
5 years ago,1,"Incompétents et hautains, ils ne vous trouveront même pas les mots pour vous dire ou en est votre situation... Une Honte ...","17 A Fbg des Vosges, 68800 Thann",10
2 years ago,1,Nul,"17 A Fbg des Vosges, 68800 Thann",10
4 years ago,4,,"17 A Fbg des Vosges, 68800 Thann",10
5 years ago,5,,"17 A Fbg des Vosges, 68800 Thann",10
a year ago,1,,"17 A Fbg des Vosges, 68800 Thann",10
5 years ago,1,,"17 A Fbg des Vosges, 68800 Thann",10
3 months ago,1,,"17 A Fbg des Vosges, 68800 Thann",10
10 months ago,5,In France first time i gets super service. They are friendly people in every section.,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a month ago,5,"Saoussan  agent d'acceuil et d'information excellente . Aide jusqu'au bout avec une attitude positive  . Très patiente.
Merci","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,5,"En général, on commente sur le net quand c'était de mauvaises expériences.
De plus, pour mon cas, je commente très rarement sur le net même j'étais très énervée avec les services clients! :-)
Mais cette fois-ci, je fais une exception car c’est ma première expérience avec le pôle emploi qui est très positive.
Depuis la rentrée dans le local, les gens sont accueillants depuis l’accueil jusqu’au rendez-vous.
La conseillère (qui est aussi le chef de service) m'a très bien expliqué et accompagné dans mes projets. Merci pour votre professionnalisme.","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,5,J'ai rencontré aujourd'hui une conseillère qui a pris le temps de m'écouter et de comprendre ma situation.  Merci pour votre professionnalisme et l'attention que vous m'avez porté. Je vois enfin le début de fin du tunnel. Merci Madame Blueberry j'avance grâce à vos conseils.,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 months ago,3,"Normal, le personnel suit rigoureusement la procédure dictée par la hiérarchie, pas de négociation possible.","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
7 months ago,1,"Structure qui sert complètement à rien,  le conseiller fait des monologues, très hautain ,prétentieux ( moi je )
Qu'il fallait attendre 6 mois pour faire une formation alors que ça pourrait se faire rapidement","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 months ago,1,"Personnel très désagréable et hautain !
On ne peux pas poser de questions, sinon on s’en prend pleins la tête !
Il faudrai Changer de personnel !!","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,5,"Je tiens à remercier les personnes à l'accueil de l'agence. Bienveillance, professionnalisme,  à votre écoute  pour comprendre votre situation et vous aider. Rien ne vaut la communication humaine. Un grand merci à toute l'équipe","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 years ago,4,"Avis modifié.
Une première expérience avec un conseiller a été très négative, et une seconde avec une autre conseillère très positive.
La première était une erreur venant de leur part et ils nous demandent de rembourser le trop perçu même si toutes les déclarations ont été faites en bonne et dû forme.
La seconde est une super conseillère qui m'a beaucoup aidé et m'a très bien accompagné dans mes projets.
Je vous conseille de toujours demander des écris et de ne jamais faire confiance aux paroles.
Ils y a malheureusement plusieurs services qui sont incompétent et harcèlent sans prendre en compte les lettres envoyés.","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,1,Mon fils s était inscrit à pôle emploi en août dernier - lors de son rendez vous on lui avait assuré qu il aurait un rdv avant le 13 septembre . Depuis RIEN. Mon fils essaie de trouver un travail - il a un niveau bac en photo et souhaiterait faire de la vente - je trouve déplorable de laisser des jeunes dans la galère comme ça sans rien faire,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,5,"Cadre très bon et convivial.
Tout le personnel était très serviable et poli, en particulier mon conseiller en emploi était très bien informé sur toutes les questions qui me concernaient.
Cela m'a beaucoup aidé.  Merci!!!","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,1,"Je le suis rendu à l'agence ce jour ,26/01/22. J'ai été TRÈS MAL ACCUEILLI par une employée répondant au prénom de "" Blueberry "" ! Comportement exécrable ! Elle ne supportait pas,visiblement,de devoir faire son travail ! Alors je suggère qu'elle aille chercher du travail ailleurs ! Elle a envoyé balader aussi la personne qui était après moi ! 😡.Cette ""Blueberry"" N'A RIEN À FAIRE à ce poste !","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 years ago,5,"J ai très souvent entendu des gens se plaindre de la disponibilité, de l amabilite du personnel de leur pole emploi. Mais comment sont ils eux?????
""Mon"" pole emploi de Maisons Alfort est tout simplement parfait.tant en contact qu au téléphone.
Et je sais de quoi je parle......j ai eu des buts dans mes dossiers, pleins de problèmes, une rupture de versement d allocation, du courrier perdu......bref.... la totale.
Non seulement ils sont très patients, mais aussi très à l ecoute, très humains.
Je leur ai dit plusieurs fois.
Quant aux allocations non versées.....normalement il n etait pas obligatoire que cela soit rétroactif. J ai fait un courrier à la Directrice qui a décidé d elle-même selon son bon vouloir de me verser tout le retard.
Outrecela je ne taris pas d eloge sur la qualité de leurs services et leurs qualités.","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 years ago,5,Rdv lundi dernier. Reçu pas une conseillère extrêmement compétente et d'une grande gentillesse. L'agence est très bien tenue et situé dans un quartier au calme.,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 years ago,1,"21 juillet : l'agent à l'accueil croit que je parle de lui lorsque je lui dis ""vous"" alors qu'il représente l'entité ""Pôle Emploi"" : obligé de lui expliquer son statut de représentation.

Ils n'ont pas accès à mon dossier qui a soi-disant été transféré par le Pôle Emploi de Castelnau-le-Lez (Montpellier) : la responsable d'agence n'a soi-disant aucune possibilité de joindre l'agence de Castelnau.

Vous savez que le téléphone existe depuis plus de 50 ans ?","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 years ago,5,Il ya des PC + imprimantes et scanners pour les PMR avec des places assises. Le service est personnalisé les après midi sur rendez-vous . Le site est accessible. Et il ya même une boîte aux lettres + une tablette à l'intérieur pour s'annoncer concernant les rdv individuels ce qui réduit l'attente.,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 years ago,1,Horrible déjà juste à voir la photo où l'on voir un des conseillers accouder sur son bureau on se demande comment ils peuvent aider les gens...carrément ils avaient fais un versement de mon chômage sur un autre compte bancaire qui ne m'appartenait même pas (bnp alors que je suis à la banque postale) je sais pas comment ils ont pu se tromper de IBAN heureusement que le compte étais clôturer et que le paiement est revenu au point de départ...juste un mot cette agence et les conseillers sont horrible,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,5,"Bizarrement ou pas... Mais les personnes de l'accueil ont été fort aimable et nous ont aidés pour l'actualisation de notre dossier, elles ont vraiment pris le temps. Merci à elles 👍👌 …","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
3 years ago,5,"Agence au top ! Je n’ai (heureusement) pas souvent l’occasion de passer par la case Pôle Emploi dans ma vie, mais il faut dire que les commentaires sont justes—ils font un super travail et l’accueil est agréable !","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
7 months ago,1,"pas professionnelle du tout, vous raccroche au nez, et ne parle pas, des gens incompétents qui manque d'éducation","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
3 years ago,5,"Que ça soit au téléphone ou directement à l'agence, j'ai toujours été accueillie et écoutée rapidement par des conseiller.e.s et personnes à l'accueil qui ont trouvé des solutions à mes problèmes et m'ont conseillée avec professionnalisme et bienveillance.","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
4 years ago,5,"Agence jamais bondée, accueil sympathique et personnels très professionnels et efficaces, très loin de l'image de Pôle Emploi.","259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 years ago,3,Conseiller sympa. Pour y aller en transport en commun c'est pas évident quand on a pas de voiture.,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,1,D'une nullité sans nom ! Beaucoup d'incompétents !,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
5 years ago,5,Excellent accueil et conseils de qualité,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
3 years ago,2,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
5 years ago,5,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
a year ago,1,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
4 years ago,4,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
6 years ago,5,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
3 years ago,5,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
5 years ago,5,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
2 years ago,5,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
4 years ago,1,,"259 Av. du Général-Leclerc, 94700 Maisons-Alfort",34
5 years ago,4,En ce qui me concerne pour ma situation mon conseiller est au top! Très réactif à mes courriels et donne de bon conseil! J'ai pu retrouver une activité très rapidement! 😊merci à vous! …,"1 Bd du Général Delambre, 95870 Bezons",13
2 years ago,1,"Bonjour je venu mon réinscription hier , ensuite je suis aller a l'accueil conseiliére désagréable pour prendre rendez-vous avec le service indémisation  a parler de façon forte voie je es pas apprécier","1 Bd du Général Delambre, 95870 Bezons",13
5 years ago,1,On vous convoque pour une reunion de trois heures on vous interdit l acces aux wc meme  quand vous etes handicapé et on vous dit d aller au café d en bas pour faire vos besoin....sans commentaire,"1 Bd du Général Delambre, 95870 Bezons",13
a year ago,1,"Pas du tout professionnel
Je suis choquer","1 Bd du Général Delambre, 95870 Bezons",13
5 years ago,1,"Si je pouvais mettre moins je l aurai fait, des incapables","1 Bd du Général Delambre, 95870 Bezons",13
3 years ago,5,Très bien travaillé,"1 Bd du Général Delambre, 95870 Bezons",13
2 years ago,1,Des incabaple,"1 Bd du Général Delambre, 95870 Bezons",13
4 years ago,3,,"1 Bd du Général Delambre, 95870 Bezons",13
3 years ago,1,,"1 Bd du Général Delambre, 95870 Bezons",13
a year ago,5,,"1 Bd du Général Delambre, 95870 Bezons",13
7 years ago,3,,"1 Bd du Général Delambre, 95870 Bezons",13
3 years ago,5,,"1 Bd du Général Delambre, 95870 Bezons",13
a year ago,5,,"1 Bd du Général Delambre, 95870 Bezons",13
7 months ago,1,"La responsable est médiocre, incompétent et sérieusement méchante. Il faut attendre plusieurs mois de galère et de problème pour avoir un simple service rapide où des informations qui se trouve dans mon propre dossier. Ce pôle emploi est vraiment nul.","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
7 months ago,1,"SERVICE MEDIOCRE, je sais pas comment vous recrutez votre personnel, mais aleatoirement visiblement. Le personnel est IRRESPECTUEUX, on dirait qu'ils n'ont pas envie de travailler, qu'ils sont blazé de la vie, je suis tombé sur une DAME HYPER SECHE AUJOURD'HUI. Heureusement que pole emploi est monopole dans son secteur, ils ont de la chance d'etre les seuls, sinon j'aurais laissé tombé depuis LONNNNGTEMPS avec un service de M*RDE et des DAMES TRES HAUTAINES ET SECHES pffff de quoi passer une mauvaise journée à cause de ces comportements, une EDUCATION qui laisse à desirer.","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
6 months ago,1,"Service inexistant, à chaque fois que je demande de l'aide à ma conseillère elle me répond de me débrouiller (voir sur mon espace) et me laisse à patauger seule. Aucun suivi des dossiers bref agence à fuir!","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
6 months ago,1,Service le plus inutile. Il faut s'adresser plusieurs fois pour avoir une réponse incompétente. Si vous avez besoin d'un emploi cherchez- le vous-même,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,1,"Aucune considération de la part des conseillers du pôle emploi, des erreurs répétitifs de leurs parts concernant le «service des indemnités ».

Se faire raccrocher au nez par une conseillère qui perd totalement son contrôle et son professionnalisme, le pôle emploi n’est-il pas censé jouer un rôle social ? Une écoute ? Une solution ?

Non au contraire, nous devons supporter leurs états d’âmes  se faire insulter, manque de respect, et humiliation : voilà l’image du pôle emploi, soit la belle et élogieuse structure de l’état.","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,3,"Très administratif,  et parfois assez déroutant dans la gestion personnalisée des dossiers.
Ressemble de plus en plus à la gestion en ligne, avec des boîtes de dialogue très cadrées !
Il faut apprendre à utiliser toutes ses options de dialogue pour l'apprécier.","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
a year ago,4,"Agent disponible, aimables, à l'écoute. Lieux propre et plutôt bien équipés.","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
4 years ago,5,"Excellent accueil, personnel très aimable et à l'écoute de mes projets professionnels . Très satisfait de mes rendez-vous et du suivi !","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
a year ago,5,"Personels accueillants, patients et problème résolu très efficacement.","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,5,Personnel accueillant et toujours aimable pour ma part rien à redire .,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,5,Très bon accueillie. Suivi personnalisé. Employés agréables,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
6 years ago,5,"Très bon accueil , avant 12h sans rdv","16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,3,Accueil des nouveaux membres très bien,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
2 years ago,1,Beaucoup d erreurs,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,3,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,5,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
2 years ago,5,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,3,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
6 years ago,1,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
4 years ago,4,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
4 years ago,1,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,2,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,1,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
4 years ago,5,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,5,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,1,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
7 months ago,4,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
6 years ago,3,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
2 years ago,1,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,4,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,3,,"16 Rue Léon Bocquet, 94100 Saint-Maur-des-Fossés",31
5 years ago,5,Personnel compétent et à l'écoute,"Rue Georges Brassens, 36100 Issoudun",13
4 years ago,5,Rapide et compehent,"Rue Georges Brassens, 36100 Issoudun",13
5 years ago,1,Impossibilité de les joindre par telephone.,"Rue Georges Brassens, 36100 Issoudun",13
2 years ago,1,,"Rue Georges Brassens, 36100 Issoudun",13
3 months ago,5,,"Rue Georges Brassens, 36100 Issoudun",13
2 years ago,1,,"Rue Georges Brassens, 36100 Issoudun",13
a year ago,5,,"Rue Georges Brassens, 36100 Issoudun",13
a year ago,5,,"Rue Georges Brassens, 36100 Issoudun",13
5 years ago,4,,"Rue Georges Brassens, 36100 Issoudun",13
5 years ago,1,,"Rue Georges Brassens, 36100 Issoudun",13
4 years ago,3,,"Rue Georges Brassens, 36100 Issoudun",13
a month ago,5,,"Rue Georges Brassens, 36100 Issoudun",13
5 years ago,4,,"Rue Georges Brassens, 36100 Issoudun",13
2 months ago,5,"On m'a dit par téléphone de faire un commentaire de satisfaction. Je le fais. Super bien passé au téléphone. Rien à redire
Que du bien. Bien renseigné. Il faut le dire quand c'est bien. Et c'est souvent l'inverse.","527 All. de Fétan, 01600 Trévoux",14
8 months ago,5,"Bien organisé. Je n'ai jamais trop attendu. Salle de travail, aide, bornes de connexion, imprimante et scanner à disposition. Messages muraux encourageants. Bon suivi des conseillers et psys. L'équipe fait du bon boulot ! Merci","527 All. de Fétan, 01600 Trévoux",14
3 years ago,5,"Bonjour,  personnellement toujours été bien reçu et écoutée et renseignée 🙂, et ma conseillère Coralie est au Top, sans oublier Delphine et Frédérique donc je viens de faire la connaissance. Merci pour votre écoute et gentillesse 👍👍🙂 …","527 All. de Fétan, 01600 Trévoux",14
a year ago,1,Folie furieuse au sujet du port du masque. Complètement disproportionné. Aucun esprit critique chez certains éléments de l'agence. Juste honteux de vivre ça en France.,"527 All. de Fétan, 01600 Trévoux",14
3 years ago,1,"Catastrophique, pôle emploi dans toute sa splendeur!
- contact téléphonique: 0
- Est à l’écoute des demandeurs d’emploi: 0
- réponses correct, satisfaisantes: 0
- prends les demandeurs d’emploi pour des cons: 10
Et je donne pas de détailles car ils me dégoûtent! 😡😡😡","527 All. de Fétan, 01600 Trévoux",14
4 years ago,5,"Franchement je viens de Neuville sur saone
Et je constate que l'équipe de pôle emploi de treveaux million de fois mieux et compétant que l'équipe de Neuville s/s. Merci lequipe de treveaux merci","527 All. de Fétan, 01600 Trévoux",14
3 years ago,4,Personnel est à l'écoute,"527 All. de Fétan, 01600 Trévoux",14
4 years ago,3,Bien,"527 All. de Fétan, 01600 Trévoux",14
5 years ago,2,,"527 All. de Fétan, 01600 Trévoux",14
3 years ago,2,,"527 All. de Fétan, 01600 Trévoux",14
5 years ago,2,,"527 All. de Fétan, 01600 Trévoux",14
2 years ago,1,,"527 All. de Fétan, 01600 Trévoux",14
a month ago,5,,"527 All. de Fétan, 01600 Trévoux",14
4 years ago,1,,"527 All. de Fétan, 01600 Trévoux",14
a month ago,1,"J'ai 62 ans, depuis peu au chomage et il me manque des trimestres. A cause de l'incompétence de X personnes à l'agence et à la lenteur de la CNAV, Pole Emploi a décidé de ne plus me verser d'indemnité, et pourtant j'y ai droit. Depuis 6 mois, cela traine! je fais une dernière tentative en espérant que l'agence sera ouverte( lors de mon dernier passage en semaine, elle était fermée!!) sinon je vais devoir dépenser de l'argent et contester avec un courrier AR et si rien ne s'arrange, je vais faire un recours contentieux devant le tribunal judiciaire compétent. Quelle honte  le fonctionnement de cette agence Pole emploi!!!","11 Av. du Garigliano, 91600 Savigny-sur-Orge",35
a month ago,1,Pire expérience les conseillers ne prennent pas leurs boulot au sérieux impossible d'avoir quelqu'un de compétant dans toute l'entreprise à se demander qui a le plus besoin d'orientation ici .,"11 Av. du Garigliano, 91600 Savigny-sur-Orge",35
9 months ago,1,"Expérience catastrophique. Conseillère absolument antipathique, qui croit mieux savoir que tout le monde. Se comporte comme si elle travaillait à l’Elysée. En plus d’être horriblement aigrie et hautaine, elle n’accepte pas le fait qu’une personne inscrite à pôle emploi est capable de se débrouiller seule. Vraiment une agence à fuir","11 Av. du Garigliano, 91600 Savigny-sur-Orge",35
7 months ago,3,"Je suis déçu de pôle emploi, il envoie des offres sur n importe quoi et non sur ce que je propose par exemple j ai un CAP PETITE ENFANCE ET ON M'ENVOIES DES OFFRES COMME.CHAUFFEUR LIVREUR ET QUE J AI PAS LE PERMIS DE CONDUIRE.","11 Av. du Garigliano, 91600 Savigny-sur-Orge",35
a year ago,4,"Équipe sympathique et a l'écoute mais bureau très éloigné mais accessible par la ligne 292 a sont terminus ZAC les Gâtine Capitaine jean d'hers.
et par la ligne 492 arrêt réservoir si je ne me trompes pas, mais après il faut marcher.","11 Av. du Garigliano, 91600 Savigny-sur-Orge",35
2 years ago,1,"Conseillère désagréable et qui dévalue votre confiance en vous.
Selon elle, la photo sur mon cv montre que je suis trop jeune et cela témoigne un manque d'expérience... (désolée d'être jeune).
Je vous rappelle que d'après la loi, le cv anonyme existe et que je ne suis pas obligée de joindre une photo à mon cv.
Des propos à la limite de la discrimination physique. Heureusement que vous n'êtes pas recruteur.
J'ai perdu mon emploi en raison de la crise sanitaire et le seul moyen qu'elle trouve c'est de rire sur mon cv... qui a été validé par plusieurs service rh et avec lequel j'ai été embauchée plusieurs fois.
Aucune humanité ou empathie.
Vraiment médiocre.","11 Av. du Garigliano, 91600 Savigny-sur-Orge",35
2 years ago,1,"C'est vraiment incroyable cette agence, aucun respect d'abord quelque soit au téléphone ou bien à l'agence, censé avoir de l'aide ( c'est trop pour eux par exemple de t'aider à trouver un job ou une formation même si ta tout les niveaux conseillers en vacances aparament vu qu'ils font les morts et aucunes réponse pendant des semaines même s'il vous l'écrivez par jour) vraiment c'est pénible de penser que on est obligé de passer par eux","11 Av. du Garigliano, 91600 Savigny-sur-Orge",35
3 years ago,1,"J'étais sencé faire un service civique chez eux ( j'habite savigny, vraiment à 2min. ) et ils ont eu la magnifique idée déjà d'aller me faire signer le contrat à Evry ( va savoir pourquoi ) un jour de grêve, et étant donner que je n'ai pas le permis, j'ai pas pu signer, et ducoup je n'ai pas été pris... franchement, bravo, vraiment !","11 Av. du Garigliano, 91600 Savigny-sur-Orge",35
