rate,review_text,object_address,cleaned_text,sentiment,pos_reviews_terms
4,Toujours très bien reçu surtout celle avec les cheveux violet 😁 …,"5 Rue de Quimper, 68100 Mulhouse",bien cheveux violet,1,[]
5,"Bonjour, En bref, le personnel fait son travail, il répond au questions,trouve des solutions aux problèmes Ils sont sincèrement impliqués. Donc,rien à dire!!!","5 Rue de Quimper, 68100 Mulhouse",bonjour bref personnel travail question solution problème rien,1,['problèm']
4,"Tout le monde est top (agents comme public), le moins c'est l'ascenseur qui ne marche pas.","5 Rue de Quimper, 68100 Mulhouse",monde agent public ascenseur,1,"['agent', 'public', 'ascenseur']"
5,Nouveau bâtiment avec de la place sur le parking a 5 min des arrets de tram,"5 Rue de Quimper, 68100 Mulhouse",bâtiment place parking min arret,1,"['place', 'parking']"
5,Ma Future 2eme maison,"5 Rue de Quimper, 68100 Mulhouse",future 2eme maison,1,[]
5,Beautiful,"5 Rue de Quimper, 68100 Mulhouse",beautiful,1,[]
5,Super,"5 Rue de Quimper, 68100 Mulhouse",nan,1,[]
5,La service parfait.,"5 Rue de Quimper, 68100 Mulhouse",service,1,[]
4,"Le lieu n'est pas forcément agréable mais les hôtesses et hôtes d'accueil sont très disponibles et serviable, l'espace est grand en open space se qui n'est pas forcément agréable si on ne veut pas que les autres personnes entendent. Le personnel est compétent,j'y suis allé le matin car l'après midi inutile de se déplacer car c'est sur rdv.","7 Rue Jean Fougerat, 16000 Angoulême",lieu agréable hôtesse hôte accueil disponible serviable espace grand open space forcément agréable entendre personnel compétent matin midi inutile rendez-vous,1,"['agréable', 'disponible', 'serviable', 'grand', 'open', 'spac', 'entendre', 'inutile']"
3,Pas d'une très grande aide mais mon conseillé ( Matthieu Porcheron ) est très agréable et compréhensif,"7 Rue Jean Fougerat, 16000 Angoulême",grand aide conseillé matthieu porcheron agréable compréhensif,1,"['grand', 'aide', 'agréable', 'compréhensif']"
3,L'établissement est jolie avec beaucoup d'espace. Malheureusement avec les travaux actuels il est difficile de trouver une place de parking gratuite. J'ai dû me garer au centre commercial champ de mars à proximité où les places étaient payantes.,"7 Rue Jean Fougerat, 16000 Angoulême",établissement beaucoup espace malheureusement travail actuel difficile place parking gratuit centre commercial champ mars proximité place,1,"['travail', 'actuel', 'place', 'parking', 'centre', 'commercial', 'champ', 'mars', 'plac']"
5,"Dommage pas de parking à proximité, uniquement dans la rue ou souterrain. Bizarre pour la maison de l'emploi, car payant partout. Bel intérieur clair et propre. Le matin accès libre et l'après-midi sur rendez vous. N'y allez pas si pas de rendez-vous. 2 Personnes vu pour l' info CSP très bien et compétentes.","7 Rue Jean Fougerat, 16000 Angoulême",dommage parking proximité uniquement rue souterrain bizarre maison emploi partout intérieur clair propre matin accès libre après-midi rendez rendez-vous info csp bien compétent,1,"['parking', 'intérieur', 'libre']"
5,Très bonne accueil Conseillé à l'écoute. Aide pour me faire un CV Agréablement surprise,"7 Rue Jean Fougerat, 16000 Angoulême",bon accueil écoute aide agréablement surprise,1,"['bon', 'accueil', 'écout', 'surprise']"
5,👍👍👍 …,"11 Rue Pelée, 75011 Paris",nan,1,[]
5,"Très bon accueil. Très bon service.👍. Ma conseillère a été à mon écoute , elle a répondu à toutes mes questions, et elle m'a donné de précieux conseils👍. Merci beaucoup à ma conseillère, et à toute l'équipe de pôle emploi 🙏 …","11 Rue Pelée, 75011 Paris",bon accueil bon service. conseiller écoute question précieux conseil beaucoup conseiller équipe pôle emploi,1,"['bon', 'bon', 'écout', 'précieux', 'conseil', 'conseiller', 'emploi']"
4,"Bonjour, Je ne comprends pas les avis négatifs. Perso  j'ai été très bien reçu et ma conseillère m'a donné des conseils très utiles pour le financement de ma formation. Encore merci à Mme Coulibaly pour ses conseils utiles.","11 Rue Pelée, 75011 Paris",bonjour avis négatif perso bien conseiller conseil utile financement formation mme coulibaly conseil utile,1,"['négatif', 'conseiller', 'utile', 'financement', 'mme', 'utile']"
5,"Accueil irréprochable, conseillers à l'écoute. Je recommande.","11 Rue Pelée, 75011 Paris",accueil irréprochable conseiller écoute,1,"['accueil', 'irréprochable', 'écoute']"
3,"J'ai étais très satisfaite , j'en suis tombé sur deux personnes très serviable. Chose qui est rare. Par contre pas de place de stationnement","11 Rue Pelée, 75011 Paris",tomber serviable chose contre place stationnement,1,['serviable']
3,Je suis actuellementJe suis actuellement mes droitsTu me permettait,"11 Rue Pelée, 75011 Paris",actuellementj actuellement droitstu,1,['droitstu']
5,"Super accueil, on y est bien et les gens sont très sympa, je recommande, hâte de revenir.","11 Rue Pelée, 75011 Paris",accueil bien sympa hâte,1,"['sympa', 'hât']"
5,"Équipe serviable, sympathique, conseiller à l'écoute","11 Rue Pelée, 75011 Paris",équipe serviable sympathique écoute,1,"['serviable', 'sympathique', 'écout']"
5,Très agréable,"11 Rue Pelée, 75011 Paris",agréable,1,[]
5,"Je suis passé ce matin suite à un rendez-vous manqué. Bâtiment dans un très bon état, extrêmement bien indiqué, pas 1 min de queue, mon problème a été réglé en 5 mins. Ravi de savoir qu’à Bayonne dispose d’un Pôle Emploi digne de ce nom.","42 Bd du BAB, 64100 Bayonne",matin suite rendez-vous bâtiment bon état extrêmement bien min queue problème minute ravi bayonne dispose pôle emploi digne nom,1,"['rendez-vous', 'bon', 'queue', 'problèm', 'minute', 'ravir', 'bayonn', 'emploi', 'digne']"
5,"Le rendez vous a été agréable et pris a l'heure. La conseillère que j'ai rencontré a été très claire, aimable et efficace, je l'en remercie.","42 Bd du BAB, 64100 Bayonne",rendez agréable heure conseiller clair aimable efficace remercie,1,"['agréable', 'efficace']"
3,"Je ne comprends pas tous ces avis négatifs ? Oui, Pôle Emploi est fermé l'après-midi car les conseillers recoivent sur rendez vous (que vous pouvez prendre en fait, ça sert à ça) et le matin, c'est en libre accès. Personnellement, je ne suis jamais tombée sur des conseillers qui ""brassaient du vent"" mais soyons clairs : ce n'est pas au conseiller à vous trouver un job, il est là pour vous éclairer et vous aider, c'est à vous à être proactif dans votre recherche d'emploi, rien ne se fera sans votre sens de l'initiative. Je n'ai jamais eu de problème ! SI vous êtes insatisfaits, privilégiez EBL, Ma Boite à Job, etc qui sont d'autres outils de recherche d'emploi.","42 Bd du BAB, 64100 Bayonne",comprend avis négatif oui pôle emploi après-midi conseiller rendez sert matin libre accès personnellement jamais tomber conseiller brasser vent job proactif recherche emploi rien sens initiative jamais problème privilégiez ebl boite job outil recherche emploi,1,"['négatif', 'emploi', 'sert', 'matin', 'libre', 'conseiller', 'brasser', 'emploi', 'sens', 'initiative', 'problèm', 'ebl', 'boit', 'emploi']"
4,"Ils font ce qu'ils peuvent... Notion relative, propre aux jugements de chacun... Ayant un job rémunérateur, j'ai conscience de pouvoir avoir un peu de recul... Courage à ceux qui cherchent et aux conseillers... 🐈 …","42 Bd du BAB, 64100 Bayonne",... notion relatif propre jugement ... job rémunérateur conscience ... courage conseiller ...,1,"['relatif', 'propre', 'conseiller']"
5,"Conseiller toujours réactif aux mails, prises de rendez-vous ou juste pour des conseils. Toujours à l'écoute et soutien dans mes projets.","42 Bd du BAB, 64100 Bayonne",réactif mail prise rendez-vous conseil écoute soutien projet,1,[]
4,The staff is very responsive!,"42 Bd du BAB, 64100 Bayonne",the very responsiv,1,[]
5,Merci por vote ajance,"42 Bd du BAB, 64100 Bayonne",por vote,1,[]
5,"Personnel très compétent, toujours à l'écoute et surtout bienveillant, merci à eux pour tout le travail fourni  auprès de sa communauté!! Bravo à Pôle Emploi de Corbeil-Essonnes.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",personnel compétent écoute bienveillant travail auprès communauté bravo pôle corbeil essonne,1,"['personnel', 'bienveiller', 'corbeil', 'essonn']"
5,Merci énormément à Mr François qui à pris le temps de trouver une solution à mon problème qui daté de plus de 3mois malgré toutes mes relances et réclamation auprès de plusieurs conseillés sans succès ! Un très bon conseillé avec beaucoup de professionnalisme .,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",énormément françois temps solution problème 3mois relance réclamation auprès conseillé succès bon beaucoup professionnalisme,1,"['problèm', 'relance', 'réclamation', 'conseiller', 'bon']"
4,Dépôt de documents et pour avoir une personne il faut beaucoup insister malgré que ce soit marqué sur la convocation.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",dépôt document beaucoup convocation,1,['dépôt']
5,"Très bon entretien avec la conseillère Madame Mercier, très a l'écoute et super arrangeante. Merci à elle","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",bon entretien conseiller monsieur mercier écoute arrangeant,1,"['bon', 'mercier', 'arranger']"
4,"Après mes expériences traumatisantes de différentes agences, je peux dire que celle-ci a quelque chose de différents et de bien bon. Ces agents savent vous ecouter et vous orienter vers la voie adéquate.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",expérience traumatisant agence chose bien bon agent voie adéquat,1,"['chose', 'bon', 'voie', 'adéquat']"
5,Ils vous font des ateliers pour vous instruire et  vous former pour la recherche d'un emploi génial j'apprécie merci,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",atelier instruir recherche emploi génial,1,['instruir']
5,Jaimerais être en contact avec un conseiller de pôle emploi corbeille Essonne,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",contact conseiller pôle emploi corbeille essonn,1,['emploi']
5,Super! Le service public est très bien rendu,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",service public bien,1,['public']
5,Très bon conseiller. Très bonne organisation.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",bon conseiller bon organisation,1,"['bon', 'bon', 'organisation']"
4,On a été bien accueilli. Lundi à 12h : personne dans le pôle emploi donc on avait tout les conseillers pour nous. On a été bien renseigné et guidé. Je recommande.,"39 Rue Poussin, 76500 Elbeuf",bien lundi 12h pôle conseiller bien,1,"['lundi', '12h']"
3,"L'adresse du pôle emploi a changé, maintenant il a déménagé au 39 rue Poussin 76500 ELBEUF","39 Rue Poussin, 76500 Elbeuf",adresse pôle emploi rue 76500 elbeuf,1,"['emploi', 'rue']"
5,J'ai peur.,"39 Rue Poussin, 76500 Elbeuf",peur,1,[]
5,"Je ne pensais pas pouvoir dire un jour que c'est un plaisir d'avoir Pole Emploi au téléphone, et pourtant ça l'est! Depuis 8 mois que je suis inscrite dans cette agence, je n'ai que des personnes charmantes au téléphone. La conseillère qui me suivait et celle qui a pris son relais sont adorables, très humaines, bienveillantes et à l'écoute, bien loin des mauvais clichés que l'on peut avoir sur cet organisme. Je me sens vraiment suivie, accompagnée et rassurée. Un grand merci!","121 Bd de la Liberté, 59000 Lille",jour plaisir pole téléphone pourtant mois agence charmant téléphone conseiller relais adorable humain bienveillante écoute bien loin mauvais cliché organisme vraiment suivie grand,1,"['pole', 'mois', 'charmer', 'téléphone', 'reler', 'adorable', 'humain', 'bienveillant', 'écoute', 'clicher', 'organisme', 'suivie', 'grand']"
5,Une equipe professionnelle à  l ecoute et disponible pour les clients,"121 Bd de la Liberté, 59000 Lille",equipe professionnel ecoute disponible client,1,"['professionnel', 'disponible']"
5,Accueil souriant. Belles volontés avec des conseillers motivés et investis.,"121 Bd de la Liberté, 59000 Lille",accueil bel volonté conseiller motiver investi,1,"['accueil', 'bel', 'volonté', 'motiver', 'investir']"
3,Bonjour je suis dans une situation compliquée '' pour trouver du travail en plomberie sanitaire pvc' m'ai 'je Gard espoir '' qu'il ya une chance peu être un jour'' en attendant je survis de rein.merci de votre intention mes dames monsieur.,"121 Bd de la Liberté, 59000 Lille",bonjour situation compliqué travail plomberie sanitaire pvc espoir chance jour rein.merci intention dame Monsieur,1,"['compliquer', 'travail', 'sanitaire']"
5,Chepa si je trouverais un job mais les gens sont sympa comme tout !,"121 Bd de la Liberté, 59000 Lille",job,1,[]
5,Très bonne agence avec avec beaucoup d'humanisme,"121 Bd de la Liberté, 59000 Lille",bon agence beaucoup humanisme,1,['bon']
5,"Très bon accueil, bon conseil, et efficace.","121 Bd de la Liberté, 59000 Lille",bon accueil bon conseil efficace,1,"['bon', 'bon', 'efficace']"
4,"J'ai trouvé très okay le Pole Empli, l’accueil et le personnel. :D","121 Bd de la Liberté, 59000 Lille",pole accueil personnel,1,['personnel']
4,"Agence pôle emploi très bien, personnel à l'écoute","121 Bd de la Liberté, 59000 Lille",agence pôle bien personnel écoute,1,"['agence', 'personnel']"
5,Very polite and professional staff. Always ready to help.,"121 Bd de la Liberté, 59000 Lille",very polite and professional staff alway help,1,"['and', 'professional']"
5,Très bien accueilli entretien a venir pour le moment tout va bien,"5 Rue du Cercle, 95700 Roissy-en-France",bien entretien moment bien,1,[]
5,J avais un problème sur mon compte pour un transfert de dossier cela était rapide clair et efficace. Merci à vous,"45 Rue de la Fecht, 68000 Colmar",problème compte transfert dossier celer rapide clair efficace,1,"['problèm', 'compte', 'transfert', 'dossier']"
4,"No comment,rien à dire,il font ce qu'ils peuvent,chaque cas et différent,patience et humilité pour chacun de nous et des conseiller.","45 Rue de la Fecht, 68000 Colmar",rien cas patience humilité conseiller,1,"['cas', 'humilité']"
5,Lieu pour formation Eolia. Très bien,"45 Rue de la Fecht, 68000 Colmar",lieu formation eolia bien,1,['eolier']
3,Rien a redire,"45 Rue de la Fecht, 68000 Colmar",rien,1,[]
5,Personnel à l'écoute,"45 Rue de la Fecht, 68000 Colmar",personnel écoute,1,['écoute']
5,Toujours était bien accueilli et bien orienté par rapport à mon parcours professionnel merci et BONNE ANNÉE 2022 à tous l'équipe,"8 Rue Anatole France, 38150 Roussillon",bien bien rapport parcours professionnel bon année 2022 équipe,1,"['parcour', 'bon']"
5,J'ai un très bon suivi et des conseils personnalisés pour ma situation,"8 Rue Anatole France, 38150 Roussillon",bon suivi conseil personnaliser situation,1,"['bon', 'conseil', 'personnaliser']"
5,Bon accueil personnel souriant et compétent et très professionnel et dans le service public c'est très rare bravo à l'équipe,"8 Rue Anatole France, 38150 Roussillon",bon accueil personnel compétent professionnel service public bravo équipe,1,"['bon', 'personnel', 'public']"
5,"Hhjv hj bv hihygrv cg h ci-joint jvyvh c un une guerre gigogne Gill hi ho j jvv gonflent, je suis pas chez moi jusqu'à vendredi. . . . . . . . . . . . . . . . . . . Bébé. Le défit donner et toi et moi. Il faut que je te dise, mais aussi de faire une admin séries de de la classe et je te dis que tu passe à côté du tout le reste du temps, mais il est vrai, je ne sais pas si je peux 6ème étage, entrée individuelle. . Je suis un peu fatigué mais je ne suis en train de me contacter au sujet du mail que je me demande si on peut se parle par le biais du temps pour moi c'est un bon, je suis pas malade, et je suis chez mon père est une princesse magnifique, mais je pense qu'il est pas trop tard, il faut bien le faire, mais aussi pour la pub, et que vous voulez, on peut être pas le bus se faire un petit peu de chance, il est en effet je ne peux que le début du siècle, la date de sortie. Le défit, et de la pub pour le compte du fait de la pub pour le compte du tout le reste du groupe, une petite question sur les journée. Le mardi soir à Paris et je te fais un virement zh. Le mardi soir, et de me faire un live sur le site de vme vente, installation en gros, c'est un truc qui va va être chaud pour un poste similaire, mais je ne peux que vous voulez, mais je ne peux pas car j'ai un p était en train, mais je ne peux que te dire","8 Rue Anatole France, 38150 Roussillon",hhjv hihygrv heure joint jvyvh guerre gigogne gill jvv gonfler vendredi bébé défit dis admin classe côté temps vrai 6ème étage entrée individuel train sujet mail biais temps bon malade père princesse magnifique trop tard bien pub bus petit chance début siècle date sortie défit pub compte pub compte groupe petit question journée mardi soir pari virement mardi soir live site vme vente installation gros truc poste similaire train,1,"['hihygrv', 'gigogne', 'gonfler', 'admin', 'entrer', 'individuel', 'sujet', 'bon', 'malade', 'pèr', 'princesse', 'magnifique', 'pub', 'petit', 'siècl', 'petit', 'mardi', 'vm', 'vente', 'gros', 'similaire']"
5,"J'ai perdu le stress des procédures grâce à l'équipe, merci à eux","8 Rue Anatole France, 38150 Roussillon",stress procédure grâce équipe,1,['procédure']
5,Personnel très accueillant et qui vous oriente parfaitement,"8 Rue Anatole France, 38150 Roussillon",personnel parfaitement,1,[]
5,Accueil et attente assez rapide et des conseillères qui ont pu régler un problème en quelques minutes et en plus de ça ces dernières sont très gentilles et très précises sur les explications,"30 Rue de Riegelsberg, 27140 Gisors",accueil attente rapide conseiller problème minute dernier gentil précis explication,1,"['accueil', 'attent', 'rapide', 'problèm', 'dernier', 'précis', 'explication']"
5,"Quelle chance pour les habitants de Gisors, j'habite Courcelles les Gisors qui se trouve dans le 60 . Je suis suivie par Méru et c'est une catastrophe. Dossier CSP perdu, convoquée au bout de deux mois alors que le licencié pour cause économique doit être convoqué dans les 10 jours. Calcul dans les indemnisations fausses, tout au moins provisoires, toujours pas réglées ce jour, aucune réponse aux mails, obligée de me déplacer à Méru ou Beauvais. Cette situation me rend malade.","30 Rue de Riegelsberg, 27140 Gisors",chance habitant gisors courcelle gisor méru catastrophe dossier csp bout mois licencié cause économique jour calcul indemnisation faux provisoire jour aucun réponse mail méru beauvai situation malade,1,"['habiter', 'gisor', 'catastrophe', 'csp', 'licencier', 'économique', 'faux', 'provisoire', 'mail', 'méru', 'malade']"
5,"Je suis agréablement surprise par le sérieux des conseillères de ce pôle emploi. Un grand merci à Mme Silva pour son professionnalisme, elle m’a conseillée et a traité mon dossier très rapidement 🙏🏼 Merci …","30 Rue de Riegelsberg, 27140 Gisors",agréablement surprise sérieux conseiller pôle emploi grand mme silva professionnalisme dossier rapidement,1,"['surprise', 'sérieux', 'emploi', 'grand', 'dossier']"
5,"Pour avoir travaillé dans différentes  entreprises en contact avec le public et lutté la plupart du temps pour la satisfaction des clients, je peux vous assurer que le Pôle Emploi de Gisors est un modèle de réussite. L' accueil dans sa globalité(réception ,cadre)est très satisfaisant. Le temps de réactivité très satisfaisant(délai de prise en charge du client, traitement des dossiers) Il m'est arrivé d'obtenir des réponses ultra rapides( moins de 2 h) Je suis assez satisfaite de l'écoute , de la disponibilité des acteurs et agréablement surprise par l'esprit d'entraide. Ils ont une conscience professionnelle élevée, le Directeur doit y être pour quelque chose. Je dis BRAVO à toute l'équipe","30 Rue de Riegelsberg, 27140 Gisors",entreprise contact public plupart temps satisfaction client pôle gisors modèle réussite accueil globalité(réception cadre)est satisfaisant temps réactivité satisfaisant(délai prise charge client traitement dossier réponse ultra rapide heure écoute disponibilité acteur agréablement surprise esprit entraide conscience professionnel élevé directeur chose bravo équipe,1,"['entreprise', 'contact', 'public', 'plupart', 'réussite', 'accueil', 'satisfaisant(déler', 'charge', 'ultra', 'rapide', 'heure', 'écoute', 'acteur', 'agréablement', 'surprise', 'esprit', 'élevé', 'chose']"
5,On est toujours bien reçu dans cette agence.  c'est dynamique. Beaucoup de personnes que je connais on eu la chance de faire des formations avec l'agence de Gisors et on repris un emploi aujourd'hui. ca fait du bien de se sentir soutenu. On sent les collègues investis,"30 Rue de Riegelsberg, 27140 Gisors",bien agence dynamique beaucoup chance formation agence gisors emploi aujourd'hui bien soutenir collègue investi,1,"['agence', 'dynamique', 'soutenir']"
5,"Dans une période difficile, j'ai été accueilli avec patience et sourire. De vrais conseils, beaucoup de professionalisme, pas de pathos mais une relation de confiance et un vrai travail sur l'écoute. Ils n'ont pas toutes les solutions, mais ils font des efforts pour simplement expliquer, conseiller, orienter et rassurer.","30 Rue de Riegelsberg, 27140 Gisors",période difficile patience vrai conseil beaucoup professionalisme pathos relation confiance vrai travail écoute solution effort simplement expliquer conseiller,1,"['difficile', 'patience', 'patho', 'confiance', 'travail', 'écout', 'solution', 'expliquer']"
5,"Sur rdv pas de problèmes ,à l' heure conseillère très bien à l'écoute","30 Rue de Riegelsberg, 27140 Gisors",rdv problème heure conseiller bien écoute,1,"['rendez-vous', 'problèm']"
5,"super agence , je me suis inscrite le 5 février de chez moi et je suis venue pour la première fois le 12 , j'ai eu premier rendez mercredi 21 février , et j'ai rencontré superbe conseillère dynamique, a l'écoute  et réactive pour valider ,finaliser mon dossier d'inscription  , bon suivi , ne changé rien parfaite , à bientôt céline","30 Rue de Riegelsberg, 27140 Gisors",agence février fois rendez mercredi février superbe conseillèr dynamique écoute dossier inscription bon suivi rien parfaite bientôt céline,1,"['agence', 'fois', 'superbe', 'conseillèr', 'dossier', 'bon', 'rien', 'parfait']"
5,"Vraiment une très bonne agence. À l'écoute dès l'accueil. On sent un personnel investi et sans parti pris, c'est assez rare pour être souligné.","30 Rue de Riegelsberg, 27140 Gisors",vraiment bon agence écoute accueil personnel investir parti,1,"['bon', 'agence', 'écoute', 'investir']"
5,"Chapeau ! Des conseillers impliqués, des conseils avisés et pertinents, un suivi de proximité, des aides financières et de la formation ... De quoi rebondir et créer sa société ! Un grand merci !","30 Rue de Riegelsberg, 27140 Gisors",chapeau conseiller conseil pertinent suivi proximité aide financier formation ... société grand,1,"['chapeau', 'conseil', 'pertinent', 'suivre', 'proximité', 'aide', 'financier', 'grand']"
3,Apres plusieurs semaines de relance et d'attente j'ai enfin réussi a trouver des personnes qui m'ont aidé dans cette agence...,"30 Rue de Riegelsberg, 27140 Gisors",apre semaine relance attente réussir agence ...,1,"['semain', 'attent', 'réussir']"
3,j'ai toujours été très bien reçu,"30 Rue de Riegelsberg, 27140 Gisors",bien,1,[]
5,"très bien reçu, accueil très agréable,très bonne écoute et bons  conseils.merci","30 Rue de Riegelsberg, 27140 Gisors",bien accueil agréable bon écoute bon conseils.merci,1,"['agréable', 'bon', 'bon']"
5,Le personnel est compétent et professionnel,"30 Rue de Riegelsberg, 27140 Gisors",personnel compétent professionnel,1,['professionnel']
4,que le boulot marche,"30 Rue de Riegelsberg, 27140 Gisors",boulot march,1,['march']
5,Très bonne accueil et prise en charge rapide et efficace.,"7 Rue Buffon, 21200 Beaune",bon accueil prise charge rapide efficace,1,"['bon', 'pris', 'charge', 'rapide', 'efficace']"
5,"Bonjour je suis allée à l'agence ce matin, et avec l'aide de deux jeunes garçons en service civique mon problème était résolu en rien de temps. Merci pour votre aide et votre gentillesse.","7 Rue Buffon, 21200 Beaune",bonjour agence matin aide jeune garçon service civique problème rien temps aide gentillesse,1,"['agence', 'jeune', 'civique', 'aid', 'gentillesse']"
5,Personnel vraiment sympathique.,"7 Rue Buffon, 21200 Beaune",personnel vraiment sympathique,1,[]
3,"Pour ce qui est du pôle  à  Langres 5/5, une équipe disponible et très agréable  qui vous aide et trouve les réponses à  vos questions.  Pour ce qui est des  employés  du 3949... 0 pointé. Je ne comprend pas du tout leur utilité... 3 interlocuteurs au téléphone.... 3 personnes qui ne savent pas et finissent..au bout de 10 minutes de communication bien audible....les 3 par répondre..oulala je ne vous entend plus je vous invite à  renouveler votre appel.. et hop on raccroche... plus facile que de chercher une réponse","29 Av. du Général de Gaulle, 52200 Langres",pôle langres 5/5 équipe disponible agréable aide réponse question employé 3949 ... pointé utilité ... interlocuteur téléphone .... finir bout minute communication bien audible .... appel hop ... facile réponse,1,"['langre', 'disponible', 'agréable', 'aide', 'réponse', 'question', 'employer', 'pointer', 'utilité', 'interlocuteur', 'téléphone', 'audible', 'appel', 'hop', 'facile']"
3,Bien reçu et acceuillant,"29 Av. du Général de Gaulle, 52200 Langres",bien,1,[]
4,"Traitement du dossier rapide, très bonne accueil, que du concret .","29 Av. du Général de Gaulle, 52200 Langres",traitement dossier rapide bon accueil concret,1,"['dossier', 'rapide', 'bon']"
4,Vous avez du courage et de la patiente. Continuez votre mission.,"29 Av. du Général de Gaulle, 52200 Langres",courage patient mission,1,[]
4,Attention durant le COVID appelez les afin d'être sûr que vos convocations sont bien à l'agence et pas au téléphone. Éviter ainsi un déplacement inutile. De très bons conseillers à l'écoute.,"40 Imp. des Lilas, 64340 Boucau",attention durer covid sûr convocation bien agence téléphone déplacement inutile bon conseiller écoute,1,"['durer', 'convocation', 'agence', 'déplacement', 'inutile', 'bon', 'écoute']"
5,Merci de signaler les fermetures exceptionnelles car se déplacer de Bayonne n'est pas toujours simple et trouver portes closes l'est encore moins (financièrement et trajet),"40 Imp. des Lilas, 64340 Boucau",fermeture exceptionnel bayonne simple porte trajet,1,"['fermeture', 'simple', 'porte']"
5,Le même chômage pour tous . Forcera à bosser un peu . Pour plus de ressources,"40 Imp. des Lilas, 64340 Boucau",chômage ressource,1,[]
5,Une équipe très compétente et à l'écoute ! Merci,"40 Imp. des Lilas, 64340 Boucau",équipe compétent écoute,1,['équipe']
5,"Bon accueil, conseiller à l'écoute","40 Imp. des Lilas, 64340 Boucau",bon accueil écoute,1,"['bon', 'écout']"
5,Parfait,"40 Imp. des Lilas, 64340 Boucau",nan,1,[]
5,Bon accueil et très bien renseigné merci,"40 Imp. des Lilas, 64340 Boucau",bon accueil bien,1,['bon']
5,Great,"6 Rue Françoise d'Eaubonne, 31200 Toulouse",great,1,[]
5,"Inscrite depuis fin 2021 dans cette agence, j'ai toujours au affaire sur des conseillers (que ce soit mes conseillers ou d'autres que j'ai eu par téléphone) compétents, agréables et compréhensifs.","6 Rue Françoise d'Eaubonne, 31200 Toulouse",fin 2021 agence affaire conseiller conseiller téléphone compétent agréable compréhensif,1,"['conseiller', 'conseiller', 'agréable', 'compréhensif']"
5,"J'ai une conseillère en OR Mme Lemaistre, elle a toujours été compréhensive avec moi et toujours d'une grande aide et un soutien. Je n'ai pas eu le choix que de téléphoner au numéro pôle emploi pour un soucis dans mon dossier, un autre conseiller de cet agence à régler mon problème rapidement. Ils sont d'une gentillesse énorme. Encore merci à eux !","6 Rue Françoise d'Eaubonne, 31200 Toulouse",conseiller mme lemaistr grand aide soutien choix numéro pôle souci dossier conseiller agence problème rapidement gentillesse énorme,1,"['grand', 'aide', 'soutien', 'numéro', 'souci', 'agence', 'problèm', 'énorme']"
5,"La première chose que j'ai faite dès mon arrivée en France est de visiter et de m'inscrire au Pôle Emploi.  Ici, j'ai rencontré ma conseillère Mme Pinel, une professionnelle serviable et gentille toujours prête à répondre à tout problème.  Les autres opérateurs du Pôle Emploi sont également très gentils et toujours prompts à vous aider.  Je me souviens que j'avais d'énormes difficultés à parler car je ne connaissais pas le français à mon arrivée.  Ils ne m'ont jamais fait peser ma difficulté en essayant de parler en anglais, d'autres en italien.  Je dirais que je n'ai pas pu trouver mieux dans ce pôle emploi.  J'étais vraiment satisfait.","6 Rue Françoise d'Eaubonne, 31200 Toulouse",chose arrivée france pôle emploi ici conseiller mme pinel professionnel serviable gentille prêt problème opérateur pôle emploi gentil prompt énorme difficulté français arrivée jamais faire anglais italien mieux pôle emploi vraiment satisfait,1,"['arriver', 'france', 'emploi', 'professionnel', 'serviable', 'problèm', 'emploi', 'énorme', 'difficulté', 'français', 'arriver', 'italien', 'emploi']"
3,Les mesures de sécurité sont mises en place. L'accueil est agréable et les demandes sont prises en compte. Seul hic: ne pas pouvoir se garer facilement dans le secteur vu que le parking de Pôle Emploi est interdit aux visiteurs,"6 Rue Françoise d'Eaubonne, 31200 Toulouse",mesure sécurité place accueil agréable demande compte hic facilement secteur parking pôle emploi visiteur,1,"['place', 'agréable', 'parking', 'emploi']"
5,2 jours que j'y vais et je suis déjà super accompagnée pour mes projets. Personnel souriant et agréable ! Et le dispositif mise en place contre la COVID est bien respecter ! Rien a redire 😁,"6 Rue Françoise d'Eaubonne, 31200 Toulouse",jour projet personnel agréable dispositif mise place contre covid bien rien,1,"['projet', 'personnel', 'agréable', 'dispositif', 'place']"
5,Merci à madame Zapata pour son professionnalisme.,"6 Rue Françoise d'Eaubonne, 31200 Toulouse",monsieur zapata professionnalisme,1,[]
5,"De mon expérience, les conseillers sont à l'écoute, disponible et patient. Navré que tous et toutes n'ayons pas eu le même ressentie. Bon courage pour la suite et n'oubliez pas que rester courtois ne peut que faire avancer la situation.","6 Rue Françoise d'Eaubonne, 31200 Toulouse",expérience conseiller écoute disponible patient navré ayon ressentie bon courage suite courtois faire situation,1,"['conseiller', 'disponible', 'patient', 'navrer', 'ayon', 'bon']"
